id,start1,end1,start2,end2,length,distance
3220,2114260,2114360,2388068,2388168,100,273708
3221,2114260,2114360,2464435,2464535,100,350075
3222,2114260,2114360,2464590,2464690,100,350230
3223,2114260,2114360,3665917,3666017,100,1551557
3224,2114263,2114360,2552395,2552492,97,438035
3225,2114263,2114329,2696911,2696977,66,582582
3226,2114263,2114360,2852003,2852100,97,737643
3227,2114273,2114360,3665682,3665769,87,1551322
3228,2114273,2114360,3995520,3995607,87,1881160
3229,2114279,2114360,2804320,2804401,81,689960
3230,2114279,2114360,3687317,3687398,81,1572957
3231,2114282,2114360,2387935,2388013,78,273575
3232,2114289,2114360,2464309,2464380,71,349949
3233,2114291,2114360,2388068,2388137,69,273708
3234,2114291,2114360,2464435,2464504,69,350075
3235,2114291,2114360,2464590,2464659,69,350230
3236,2114291,2114360,3665917,3665986,69,1551557
3237,2114294,2114360,2552395,2552461,66,438035
3238,2114294,2114360,2696911,2696977,66,582551
3239,2114294,2114360,2852003,2852069,66,737643
3240,2114304,2114360,3665682,3665738,56,1551322
3241,2114304,2114360,3995520,3995576,56,1881160
3242,2114310,2114360,2804320,2804370,50,689960
3243,2114310,2114360,3687317,3687367,50,1572957
3244,2140001,2140051,3767203,3767253,50,1627152
3245,2145322,2145405,2203844,2203927,83,58439
3246,2145323,2145403,2400846,2400926,80,255443
3247,2145324,2145404,3590363,3590443,80,1444959
3248,2145326,2145405,3564487,3564566,79,1419082
3249,2145332,2145400,3392990,3393058,68,1247590
3250,2145332,2145400,3393184,3393252,68,1247784
3251,2145332,2145404,3416431,3416503,72,1271027
3252,2145335,2145393,2770055,2770113,58,624662
3253,2145335,2145393,2937763,2937821,58,792370
3254,2145335,2145393,2938052,2938110,58,792659
3255,2145336,2145393,2239246,2239303,57,93853
3256,2145336,2145393,2741916,2741973,57,596523
3257,2145336,2145393,2924771,2924828,57,779378
3258,2145336,2145404,3237825,3237893,68,1092421
3259,2145336,2145393,3665642,3665699,57,1520249
3260,2145336,2145393,3995480,3995537,57,1850087
3261,2145343,2145393,3547250,3547300,50,1401857
3262,2152207,2152260,3234683,3234736,53,1082423
3263,2152262,2152312,3234734,3234784,50,1082422
3264,2154495,2154551,2154550,2154606,56,4008651
3265,2157714,2157775,2157757,2157818,61,4008658
3266,2182999,2183084,3386392,3386477,85,1203308
3267,2183006,2183084,2483604,2483682,78,300520
3268,2183006,2183078,3234296,3234368,72,1051218
3269,2183006,2183085,3330906,3330985,79,1147821
3270,2183006,2183084,3331079,3331157,78,1147995
3271,2183006,2183084,3331465,3331543,78,1148381
3272,2183006,2183085,3507474,3507553,79,1324389
3273,2183007,2183078,3402615,3402686,71,1219537
3274,2183009,2183084,3633938,3634013,75,1450854
3275,2183010,2183078,3259517,3259585,68,1076439
3276,2183010,2183084,3331329,3331403,74,1148245
3277,2183010,2183078,3402490,3402558,68,1219412
3278,2183010,2183084,3634136,3634210,74,1451052
3279,2183011,2183074,2321927,2321990,63,138853
3280,2183017,2183074,2745591,2745648,57,562517
3281,2183017,2183074,2919235,2919292,57,736161
3282,2183017,2183074,2949781,2949838,57,766707
3283,2183017,2183074,3763797,3763854,57,1580723
3284,2184381,2184440,3652562,3652621,59,1468122
3285,2203845,2203925,2400846,2400926,80,196921
3286,2203846,2203926,3590363,3590443,80,1386437
3287,2203848,2203931,3564487,3564570,83,1360556
3288,2203854,2203922,3392990,3393058,68,1189068
3289,2203854,2203922,3393184,3393252,68,1189262
3290,2203854,2203926,3416431,3416503,72,1212505
3291,2203857,2203915,2770055,2770113,58,566140
3292,2203857,2203915,2937763,2937821,58,733848
3293,2203857,2203915,2938052,2938110,58,734137
3294,2203858,2203915,2239246,2239303,57,35331
3295,2203858,2203915,2741916,2741973,57,538001
3296,2203858,2203915,2924771,2924828,57,720856
3297,2203858,2203926,3237825,3237893,68,1033899
3298,2203858,2203915,3665642,3665699,57,1461727
3299,2203858,2203915,3995480,3995537,57,1791565
3300,2203865,2203915,3547250,3547300,50,1343335
3301,2237548,2237626,3756274,3756352,78,1518648
3302,2239244,2239304,2741914,2741974,60,502610
3303,2239245,2239308,2924770,2924833,63,685462
3304,2239245,2239303,3237824,3237882,58,998521
3305,2239246,2239303,2400859,2400916,57,161556
3306,2239246,2239309,2770056,2770119,63,530747
3307,2239246,2239307,2937764,2937825,61,698457
3308,2239246,2239307,2938053,2938114,61,698746
3309,2239246,2239303,3392994,3393051,57,1153691
3310,2239246,2239303,3393188,3393245,57,1153885
3311,2239246,2239303,3416435,3416492,57,1177132
3312,2239246,2239303,3564497,3564554,57,1325194
3313,2239246,2239303,3590375,3590432,57,1351072
3314,2239246,2239311,3665642,3665707,65,1426331
3315,2239246,2239311,3995480,3995545,65,1756169
3316,2239253,2239303,3547250,3547300,50,1307947
3317,2247742,2247825,2247783,2247866,83,4008638
3318,2255219,2255275,3296441,3296497,56,1041166
3319,2276509,2276589,2938021,2938101,80,661432
3320,2276539,2276589,2937762,2937812,50,661173
3321,2277136,2277206,3480911,3480981,70,1203705
3322,2277147,2277206,3058980,3059039,59,781774
3323,2307973,2308297,3025462,3025786,324,717165
3324,2310042,2310094,2949790,2949842,52,639696
3325,2310210,2310262,3763756,3763808,52,1453494
3326,2310212,2310262,2949680,2949730,50,639418
3327,2310212,2310262,2949711,2949761,50,639449
3328,2310212,2310262,2949742,2949792,50,639480
3329,2310212,2310262,3285695,3285745,50,975433
3330,2310212,2310262,3285726,3285776,50,975464
3331,2310212,2310262,3285757,3285807,50,975495
3332,2310212,2310262,3340390,3340440,50,1030128
3333,2310212,2310262,3340421,3340471,50,1030159
3334,2310212,2310262,3340452,3340502,50,1030190
3335,2310212,2310262,3340483,3340533,50,1030221
3336,2310212,2310262,3340514,3340564,50,1030252
3337,2310212,2310262,3340545,3340595,50,1030283
3338,2310212,2310262,3340576,3340626,50,1030314
3339,2310212,2310262,3372748,3372798,50,1062486
3340,2310212,2310262,3372779,3372829,50,1062517
3341,2310212,2310262,3372810,3372860,50,1062548
3342,2310212,2310262,3372841,3372891,50,1062579
3343,2310212,2310262,3372872,3372922,50,1062610
3344,2310212,2310262,3372903,3372953,50,1062641
3345,2321832,2321919,2321863,2321950,87,4008644
3346,2321927,2321990,2483609,2483672,63,161619
3347,2321927,2321990,3234301,3234364,63,912311
3348,2321927,2321990,3259518,3259581,63,937528
3349,2321927,2321990,3330911,3330974,63,1008921
3350,2321927,2321990,3331084,3331147,63,1009094
3351,2321927,2321990,3331330,3331393,63,1009340
3352,2321927,2321990,3331470,3331533,63,1009480
3353,2321927,2321990,3386404,3386467,63,1064414
3354,2321927,2321990,3402491,3402554,63,1080501
3355,2321927,2321990,3402619,3402682,63,1080629
3356,2321927,2321990,3507479,3507542,63,1185489
3357,2321927,2321990,3633940,3634003,63,1311950
3358,2321927,2321990,3634137,3634200,63,1312147
3359,2321933,2321990,2745591,2745648,57,423601
3360,2321933,2321990,2919235,2919292,57,597245
3361,2321933,2321991,2949781,2949839,58,627790
3362,2321933,2321990,3763797,3763854,57,1441807
3363,2370156,2370290,3641321,3641455,134,1271031
3364,2370291,2370433,3641456,3641598,142,1271023
3365,2387935,2388036,2387966,2388067,101,4008630
3366,2387935,2388005,2387997,2388067,70,4008630
3367,2387935,2388036,2464333,2464434,101,76297
3368,2387935,2388005,2464364,2464434,70,76359
3369,2387935,2388067,2464457,2464589,132,76390
3370,2387935,2388036,2464488,2464589,101,76452
3371,2387935,2388005,2464519,2464589,70,76514
3372,2387935,2388046,2464612,2464723,111,76566
3373,2387935,2388015,2464643,2464723,80,76628
3374,2387935,2388044,2552414,2552523,109,164370
3375,2387935,2388013,2552445,2552523,78,164432
3376,2387935,2388053,2804323,2804441,118,416270
3377,2387935,2388022,2804354,2804441,87,416332
3378,2387935,2387991,2804385,2804441,56,416394
3379,2387935,2388044,2852022,2852131,109,463978
3380,2387935,2388013,2852053,2852131,78,464040
3381,2387935,2388067,3665691,3665823,132,1277624
3382,2387935,2388067,3665722,3665854,132,1277655
3383,2387935,2388067,3665753,3665885,132,1277686
3384,2387935,2388067,3665784,3665916,132,1277717
3385,2387935,2388036,3665815,3665916,101,1277779
3386,2387935,2388005,3665846,3665916,70,1277841
3387,2387935,2388067,3665939,3666071,132,1277872
3388,2387935,2388044,3665970,3666079,109,1277926
3389,2387935,2388013,3666001,3666079,78,1277988
3390,2387935,2388067,3687320,3687452,132,1299253
3391,2387935,2388067,3687351,3687483,132,1299284
3392,2387935,2388067,3687382,3687514,132,1299315
3393,2387935,2388067,3687413,3687545,132,1299346
3394,2387935,2388067,3687444,3687576,132,1299377
3395,2387935,2388067,3687475,3687607,132,1299408
3396,2387935,2388067,3687506,3687638,132,1299439
3397,2387935,2388067,3687537,3687669,132,1299470
3398,2387935,2388044,3687568,3687677,109,1299524
3399,2387935,2388013,3687599,3687677,78,1299586
3400,2387935,2388067,3995529,3995661,132,1607462
3401,2387935,2388045,3995560,3995670,110,1607515
3402,2387935,2388014,3995591,3995670,79,1607577
3403,2387942,2388067,2464309,2464434,125,76242
3404,2387944,2388067,2464435,2464558,123,76368
3405,2387944,2388067,2464590,2464713,123,76523
3406,2387944,2388067,3665917,3666040,123,1277850
3407,2387947,2388067,2552395,2552515,120,164328
3408,2387947,2388013,2696911,2696977,66,308898
3409,2387947,2388067,2852003,2852123,120,463936
3410,2387957,2388067,3665682,3665792,110,1277615
3411,2387957,2388067,3995520,3995630,110,1607453
3412,2387963,2388067,2804320,2804424,104,416253
3413,2387963,2388067,3687317,3687421,104,1299250
3414,2387973,2388067,2464309,2464403,94,76242
3415,2387975,2388067,2464435,2464527,92,76368
3416,2387975,2388067,2464590,2464682,92,76523
3417,2387975,2388067,3665917,3666009,92,1277850
3418,2387978,2388067,2552395,2552484,89,164328
3419,2387978,2388044,2696911,2696977,66,308867
3420,2387978,2388067,2852003,2852092,89,463936
3421,2387988,2388067,3665682,3665761,79,1277615
3422,2387988,2388067,3995520,3995599,79,1607453
3423,2387994,2388067,2804320,2804393,73,416253
3424,2387994,2388067,3687317,3687390,73,1299250
3425,2388004,2388067,2464309,2464372,63,76242
3426,2388006,2388067,2464435,2464496,61,76368
3427,2388006,2388067,2464590,2464651,61,76523
3428,2388006,2388067,3665917,3665978,61,1277850
3429,2388009,2388067,2552395,2552453,58,164328
3430,2388009,2388067,2696911,2696969,58,308844
3431,2388009,2388067,2852003,2852061,58,463936
3432,2388068,2388168,2388099,2388199,100,4008631
3433,2388068,2388137,2388130,2388199,69,4008631
3434,2388068,2388191,2464311,2464434,123,76120
3435,2388068,2388160,2464342,2464434,92,76182
3436,2388068,2388129,2464373,2464434,61,76244
3437,2388068,2388199,2464435,2464566,131,76236
3438,2388068,2388191,2464466,2464589,123,76275
3439,2388068,2388160,2464497,2464589,92,76337
3440,2388068,2388129,2464528,2464589,61,76399
3441,2388068,2388199,2464590,2464721,131,76391
3442,2388068,2388170,2464621,2464723,102,76451
3443,2388068,2388139,2464652,2464723,71,76513
3444,2388068,2388168,2552423,2552523,100,164255
3445,2388068,2388137,2552454,2552523,69,164317
3446,2388068,2388177,2804332,2804441,109,416155
3447,2388068,2388146,2804363,2804441,78,416217
3448,2388068,2388168,2852031,2852131,100,463863
3449,2388068,2388137,2852062,2852131,69,463925
3450,2388068,2388199,3665700,3665831,131,1277501
3451,2388068,2388199,3665731,3665862,131,1277532
3452,2388068,2388199,3665762,3665893,131,1277563
3453,2388068,2388191,3665793,3665916,123,1277602
3454,2388068,2388160,3665824,3665916,92,1277664
3455,2388068,2388129,3665855,3665916,61,1277726
3456,2388068,2388199,3665917,3666048,131,1277718
3457,2388068,2388199,3665948,3666079,131,1277749
3458,2388068,2388168,3665979,3666079,100,1277811
3459,2388068,2388137,3666010,3666079,69,1277873
3460,2388068,2388199,3687329,3687460,131,1299130
3461,2388068,2388199,3687360,3687491,131,1299161
3462,2388068,2388199,3687391,3687522,131,1299192
3463,2388068,2388199,3687422,3687553,131,1299223
3464,2388068,2388199,3687453,3687584,131,1299254
3465,2388068,2388199,3687484,3687615,131,1299285
3466,2388068,2388199,3687515,3687646,131,1299316
3467,2388068,2388199,3687546,3687677,131,1299347
3468,2388068,2388168,3687577,3687677,100,1299409
3469,2388068,2388137,3687608,3687677,69,1299471
3470,2388068,2388199,3995538,3995669,131,1607339
3471,2388068,2388169,3995569,3995670,101,1607400
3472,2388068,2388138,3995600,3995670,70,1607462
3473,2388071,2388199,2552395,2552523,128,164196
3474,2388071,2388137,2696911,2696977,66,308774
3475,2388071,2388199,2852003,2852131,128,463804
3476,2388081,2388199,3665682,3665800,118,1277483
3477,2388081,2388199,3995520,3995638,118,1607321
3478,2388087,2388199,2804320,2804432,112,416121
3479,2388087,2388199,3687317,3687429,112,1299118
3480,2388097,2388199,2464309,2464411,102,76110
3481,2388099,2388199,2464435,2464535,100,76236
3482,2388099,2388199,2464590,2464690,100,76391
3483,2388099,2388199,3665917,3666017,100,1277718
3484,2388102,2388199,2552395,2552492,97,164196
3485,2388102,2388168,2696911,2696977,66,308743
3486,2388102,2388199,2852003,2852100,97,463804
3487,2388112,2388199,3665682,3665769,87,1277483
3488,2388112,2388199,3995520,3995607,87,1607321
3489,2388118,2388199,2804320,2804401,81,416121
3490,2388118,2388199,3687317,3687398,81,1299118
3491,2388128,2388199,2464309,2464380,71,76110
3492,2388130,2388199,2464435,2464504,69,76236
3493,2388130,2388199,2464590,2464659,69,76391
3494,2388130,2388199,3665917,3665986,69,1277718
3495,2388133,2388199,2552395,2552461,66,164196
3496,2388133,2388199,2696911,2696977,66,308712
3497,2388133,2388199,2852003,2852069,66,463804
3498,2388143,2388199,3665682,3665738,56,1277483
3499,2388143,2388199,3995520,3995576,56,1607321
3500,2388149,2388199,2804320,2804370,50,416121
3501,2388149,2388199,3687317,3687367,50,1299118
3502,2400847,2400926,3590363,3590442,79,1189437
3503,2400849,2400926,3564487,3564564,77,1163561
3504,2400855,2400923,3392990,3393058,68,992067
3505,2400855,2400923,3393184,3393252,68,992261
3506,2400855,2400926,3416431,3416502,71,1015505
3507,2400858,2400916,2770055,2770113,58,369139
3508,2400858,2400916,2937763,2937821,58,536847
3509,2400858,2400916,2938052,2938110,58,537136
3510,2400859,2400916,2741916,2741973,57,341000
3511,2400859,2400916,2924771,2924828,57,523855
3512,2400859,2400926,3237825,3237892,67,836899
3513,2400859,2400916,3665642,3665699,57,1264726
3514,2400859,2400916,3995480,3995537,57,1594564
3515,2400866,2400916,3547250,3547300,50,1146334
3516,2425330,2425418,3131281,3131369,88,705863
3517,2425457,2425600,2877691,2877834,143,452091
3518,2425457,2425600,3426480,3426623,143,1000880
3519,2425601,2425681,2877856,2877936,80,452175
3520,2425699,2425787,2877954,2878042,88,452167
3521,2425798,2425855,2878041,2878098,57,452186
3522,2425856,2425918,2878099,2878161,62,452181
3523,2464309,2464403,2464340,2464434,94,4008637
3524,2464309,2464372,2464371,2464434,63,4008637
3525,2464309,2464568,2464464,2464723,259,4008348
3526,2464309,2464411,2552421,2552523,102,88010
3527,2464309,2464380,2552452,2552523,71,88072
3528,2464309,2464420,2804330,2804441,111,339910
3529,2464309,2464389,2804361,2804441,80,339972
3530,2464309,2464411,2852029,2852131,102,387618
3531,2464309,2464380,2852060,2852131,71,387680
3532,2464309,2464434,3665698,3665823,125,1201264
3533,2464309,2464434,3665729,3665854,125,1201295
3534,2464309,2464434,3665760,3665885,125,1201326
3535,2464309,2464589,3665791,3666071,280,1201202
3536,2464309,2464403,3665822,3665916,94,1201419
3537,2464309,2464372,3665853,3665916,63,1201481
3538,2464309,2464434,3665946,3666071,125,1201512
3539,2464309,2464411,3665977,3666079,102,1201566
3540,2464309,2464380,3666008,3666079,71,1201628
3541,2464309,2464434,3687327,3687452,125,1222893
3542,2464309,2464434,3687358,3687483,125,1222924
3543,2464309,2464434,3687389,3687514,125,1222955
3544,2464309,2464434,3687420,3687545,125,1222986
3545,2464309,2464434,3687451,3687576,125,1223017
3546,2464309,2464434,3687482,3687607,125,1223048
3547,2464309,2464434,3687513,3687638,125,1223079
3548,2464309,2464434,3687544,3687669,125,1223110
3549,2464309,2464411,3687575,3687677,102,1223164
3550,2464309,2464380,3687606,3687677,71,1223226
3551,2464309,2464434,3995536,3995661,125,1531102
3552,2464309,2464412,3995567,3995670,103,1531155
3553,2464309,2464381,3995598,3995670,72,1531217
3554,2464311,2464434,3665917,3666040,123,1201483
3555,2464314,2464434,2552395,2552515,120,87961
3556,2464314,2464380,2696911,2696977,66,232531
3557,2464314,2464434,2852003,2852123,120,387569
3558,2464324,2464434,3665682,3665792,110,1201248
3559,2464324,2464434,3995520,3995630,110,1531086
3560,2464330,2464434,2804320,2804424,104,339886
3561,2464330,2464434,3687317,3687421,104,1222883
3562,2464342,2464434,3665917,3666009,92,1201483
3563,2464345,2464434,2552395,2552484,89,87961
3564,2464345,2464411,2696911,2696977,66,232500
3565,2464345,2464434,2852003,2852092,89,387569
3566,2464355,2464434,3665682,3665761,79,1201248
3567,2464355,2464434,3995520,3995599,79,1531086
3568,2464361,2464434,2804320,2804393,73,339886
3569,2464361,2464434,3687317,3687390,73,1222883
3570,2464373,2464434,3665917,3665978,61,1201483
3571,2464376,2464434,2552395,2552453,58,87961
3572,2464376,2464434,2696911,2696969,58,232477
3573,2464376,2464434,2852003,2852061,58,387569
3574,2464404,2464465,3547301,3547362,61,1082836
3575,2464404,2464465,3547332,3547393,61,1082867
3576,2464404,2464465,3547363,3547424,61,1082898
3577,2464404,2464465,3547394,3547455,61,1082929
3578,2464404,2464465,3547425,3547486,61,1082960
3579,2464404,2464465,3547456,3547517,61,1082991
3580,2464404,2464465,3547487,3547548,61,1083022
3581,2464404,2464465,3547518,3547579,61,1083053
3582,2464435,2464558,2464466,2464589,123,4008608
3583,2464435,2464527,2464497,2464589,92,4008608
3584,2464435,2464535,2552423,2552523,100,87888
3585,2464435,2464504,2552454,2552523,69,87950
3586,2464435,2464544,2804332,2804441,109,339788
3587,2464435,2464513,2804363,2804441,78,339850
3588,2464435,2464535,2852031,2852131,100,387496
3589,2464435,2464504,2852062,2852131,69,387558
3590,2464435,2464589,3665700,3665854,154,1201111
3591,2464435,2464589,3665731,3665885,154,1201142
3592,2464435,2464723,3665762,3666050,288,1201039
3593,2464435,2464558,3665793,3665916,123,1201235
3594,2464435,2464527,3665824,3665916,92,1201297
3595,2464435,2464496,3665855,3665916,61,1201359
3596,2464435,2464566,3665948,3666079,131,1201382
3597,2464435,2464535,3665979,3666079,100,1201444
3598,2464435,2464504,3666010,3666079,69,1201506
3599,2464435,2464589,3687329,3687483,154,1222740
3600,2464435,2464589,3687360,3687514,154,1222771
3601,2464435,2464589,3687391,3687545,154,1222802
3602,2464435,2464589,3687422,3687576,154,1222833
3603,2464435,2464589,3687453,3687607,154,1222864
3604,2464435,2464589,3687484,3687638,154,1222895
3605,2464435,2464589,3687515,3687669,154,1222926
3606,2464435,2464566,3687546,3687677,131,1222980
3607,2464435,2464535,3687577,3687677,100,1223042
3608,2464435,2464504,3687608,3687677,69,1223104
3609,2464435,2464567,3995538,3995670,132,1530971
3610,2464435,2464536,3995569,3995670,101,1531033
3611,2464435,2464505,3995600,3995670,70,1531095
3612,2464438,2464566,2552395,2552523,128,87829
3613,2464438,2464504,2696911,2696977,66,232407
3614,2464438,2464566,2852003,2852131,128,387437
3615,2464448,2464589,3665682,3665823,141,1201093
3616,2464448,2464589,3995520,3995661,141,1530931
3617,2464454,2464575,2804320,2804441,121,339745
3618,2464454,2464589,3687317,3687452,135,1222728
3619,2464466,2464589,3665917,3666040,123,1201328
3620,2464469,2464589,2552395,2552515,120,87806
3621,2464469,2464535,2696911,2696977,66,232376
3622,2464469,2464589,2852003,2852123,120,387414
3623,2464479,2464589,3665682,3665792,110,1201093
3624,2464479,2464589,3995520,3995630,110,1530931
3625,2464485,2464589,2804320,2804424,104,339731
3626,2464485,2464589,3687317,3687421,104,1222728
3627,2464497,2464589,3665917,3666009,92,1201328
3628,2464500,2464589,2552395,2552484,89,87806
3629,2464500,2464566,2696911,2696977,66,232345
3630,2464500,2464589,2852003,2852092,89,387414
3631,2464510,2464589,3665682,3665761,79,1201093
3632,2464510,2464589,3995520,3995599,79,1530931
3633,2464516,2464589,2804320,2804393,73,339731
3634,2464516,2464589,3687317,3687390,73,1222728
3635,2464528,2464589,3665917,3665978,61,1201328
3636,2464531,2464589,2552395,2552453,58,87806
3637,2464531,2464589,2696911,2696969,58,232322
3638,2464531,2464589,2852003,2852061,58,387414
3639,2464559,2464620,3547301,3547362,61,1082681
3640,2464559,2464620,3547332,3547393,61,1082712
3641,2464559,2464620,3547363,3547424,61,1082743
3642,2464559,2464620,3547394,3547455,61,1082774
3643,2464559,2464620,3547425,3547486,61,1082805
3644,2464559,2464620,3547456,3547517,61,1082836
3645,2464559,2464620,3547487,3547548,61,1082867
3646,2464559,2464620,3547518,3547579,61,1082898
3647,2464590,2464692,2464621,2464723,102,4008629
3648,2464590,2464661,2464652,2464723,71,4008629
3649,2464590,2464690,2552423,2552523,100,87733
3650,2464590,2464659,2552454,2552523,69,87795
3651,2464590,2464699,2804332,2804441,109,339633
3652,2464590,2464668,2804363,2804441,78,339695
3653,2464590,2464690,2852031,2852131,100,387341
3654,2464590,2464659,2852062,2852131,69,387403
3655,2464590,2464723,3665700,3665833,133,1200977
3656,2464590,2464723,3665731,3665864,133,1201008
3657,2464590,2464723,3665762,3665895,133,1201039
3658,2464590,2464713,3665793,3665916,123,1201080
3659,2464590,2464682,3665824,3665916,92,1201142
3660,2464590,2464651,3665855,3665916,61,1201204
3661,2464590,2464721,3665948,3666079,131,1201227
3662,2464590,2464690,3665979,3666079,100,1201289
3663,2464590,2464659,3666010,3666079,69,1201351
3664,2464590,2464723,3687329,3687462,133,1222606
3665,2464590,2464723,3687360,3687493,133,1222637
3666,2464590,2464723,3687391,3687524,133,1222668
3667,2464590,2464723,3687422,3687555,133,1222699
3668,2464590,2464723,3687453,3687586,133,1222730
3669,2464590,2464723,3687484,3687617,133,1222761
3670,2464590,2464723,3687515,3687648,133,1222792
3671,2464590,2464721,3687546,3687677,131,1222825
3672,2464590,2464690,3687577,3687677,100,1222887
3673,2464590,2464659,3687608,3687677,69,1222949
3674,2464590,2464722,3995538,3995670,132,1530816
3675,2464590,2464691,3995569,3995670,101,1530878
3676,2464590,2464660,3995600,3995670,70,1530940
3677,2464593,2464721,2552395,2552523,128,87674
3678,2464593,2464659,2696911,2696977,66,232252
3679,2464593,2464721,2852003,2852131,128,387282
3680,2464603,2464723,3665682,3665802,120,1200959
3681,2464603,2464723,3995520,3995640,120,1530797
3682,2464609,2464723,2804320,2804434,114,339597
3683,2464609,2464723,3687317,3687431,114,1222594
3684,2464621,2464723,3665917,3666019,102,1201194
3685,2464624,2464723,2552395,2552494,99,87672
3686,2464624,2464690,2696911,2696977,66,232221
3687,2464624,2464723,2852003,2852102,99,387280
3688,2464634,2464723,3665682,3665771,89,1200959
3689,2464634,2464723,3995520,3995609,89,1530797
3690,2464640,2464723,2804320,2804403,83,339597
3691,2464640,2464723,3687317,3687400,83,1222594
3692,2464652,2464723,3665917,3665988,71,1201194
3693,2464655,2464723,2552395,2552463,68,87672
3694,2464655,2464721,2696911,2696977,66,232190
3695,2464655,2464723,2852003,2852071,68,387280
3696,2464665,2464723,3665682,3665740,58,1200959
3697,2464665,2464723,3995520,3995578,58,1530797
3698,2464671,2464723,2804320,2804372,52,339597
3699,2464671,2464723,3687317,3687369,52,1222594
3700,2483604,2483676,3234296,3234368,72,750620
3701,2483604,2483682,3330906,3330984,78,847224
3702,2483604,2483684,3331079,3331159,80,847395
3703,2483604,2483684,3331465,3331545,80,847781
3704,2483604,2483684,3386399,3386479,80,902715
3705,2483604,2483682,3507474,3507552,78,1023792
3706,2483605,2483676,3402615,3402686,71,918939
3707,2483607,2483684,3633938,3634015,77,1150254
3708,2483608,2483676,3259517,3259585,68,775841
3709,2483608,2483684,3331329,3331405,76,847645
3710,2483608,2483676,3402490,3402558,68,918814
3711,2483608,2483684,3634136,3634212,76,1150452
3712,2483615,2483672,2745591,2745648,57,261919
3713,2483615,2483672,2919235,2919292,57,435563
3714,2483615,2483672,2949781,2949838,57,466109
3715,2483615,2483672,3763797,3763854,57,1280125
3716,2552395,2552492,2552426,2552523,97,4008634
3717,2552395,2552461,2552457,2552523,66,4008634
3718,2552395,2552461,2696911,2696977,66,144450
3719,2552395,2552501,2804335,2804441,106,251834
3720,2552395,2552470,2804366,2804441,75,251896
3721,2552395,2552524,2852003,2852132,129,299479
3722,2552395,2552492,2852034,2852131,97,299542
3723,2552395,2552461,2852065,2852131,66,299604
3724,2552395,2552523,3665703,3665831,128,1113180
3725,2552395,2552523,3665734,3665862,128,1113211
3726,2552395,2552523,3665765,3665893,128,1113242
3727,2552395,2552515,3665796,3665916,120,1113281
3728,2552395,2552484,3665827,3665916,89,1113343
3729,2552395,2552453,3665858,3665916,58,1113405
3730,2552395,2552523,3665920,3666048,128,1113397
3731,2552395,2552525,3665951,3666081,130,1113426
3732,2552395,2552492,3665982,3666079,97,1113490
3733,2552395,2552461,3666013,3666079,66,1113552
3734,2552395,2552523,3687332,3687460,128,1134809
3735,2552395,2552523,3687363,3687491,128,1134840
3736,2552395,2552523,3687394,3687522,128,1134871
3737,2552395,2552523,3687425,3687553,128,1134902
3738,2552395,2552523,3687456,3687584,128,1134933
3739,2552395,2552523,3687487,3687615,128,1134964
3740,2552395,2552523,3687518,3687646,128,1134995
3741,2552395,2552523,3687549,3687677,128,1135026
3742,2552395,2552492,3687580,3687677,97,1135088
3743,2552395,2552461,3687611,3687677,66,1135150
3744,2552395,2552523,3995541,3995669,128,1443018
3745,2552395,2552493,3995572,3995670,98,1443079
3746,2552395,2552462,3995603,3995670,67,1443141
3747,2552405,2552523,3665682,3665800,118,1113159
3748,2552405,2552523,3995520,3995638,118,1442997
3749,2552411,2552523,2804320,2804432,112,251797
3750,2552411,2552523,3687317,3687429,112,1134794
3751,2552423,2552523,3665917,3666017,100,1113394
3752,2552426,2552492,2696911,2696977,66,144419
3753,2552426,2552523,2852003,2852100,97,299480
3754,2552436,2552523,3665682,3665769,87,1113159
3755,2552436,2552523,3995520,3995607,87,1442997
3756,2552442,2552523,2804320,2804401,81,251797
3757,2552442,2552523,3687317,3687398,81,1134794
3758,2552454,2552523,3665917,3665986,69,1113394
3759,2552457,2552523,2696911,2696977,66,144388
3760,2552457,2552523,2852003,2852069,66,299480
3761,2552467,2552523,3665682,3665738,56,1113159
3762,2552467,2552523,3995520,3995576,56,1442997
3763,2552473,2552523,2804320,2804370,50,251797
3764,2552473,2552523,3687317,3687367,50,1134794
3765,2625038,2625088,3897975,3898025,50,1272887
3766,2628603,2628661,3749969,3750027,58,1121308
3767,2634881,2634933,3064249,3064301,52,429316
3768,2653245,2653323,3661661,3661739,78,1008338
3769,2656110,2656165,3221279,3221334,55,565114
3770,2696909,2696977,2852001,2852069,68,155024
3771,2696911,2696977,2804335,2804401,66,107358
3772,2696911,2696977,2804366,2804432,66,107389
3773,2696911,2696977,2852034,2852100,66,155057
3774,2696911,2696977,2852065,2852131,66,155088
3775,2696911,2696977,3665703,3665769,66,968726
3776,2696911,2696977,3665734,3665800,66,968757
3777,2696911,2696977,3665765,3665831,66,968788
3778,2696911,2696977,3665796,3665862,66,968819
3779,2696911,2696977,3665827,3665893,66,968850
3780,2696911,2696969,3665858,3665916,58,968889
3781,2696911,2696977,3665920,3665986,66,968943
3782,2696911,2696977,3665951,3666017,66,968974
3783,2696911,2696977,3665982,3666048,66,969005
3784,2696911,2696977,3666013,3666079,66,969036
3785,2696911,2696977,3687332,3687398,66,990355
3786,2696911,2696977,3687363,3687429,66,990386
3787,2696911,2696977,3687394,3687460,66,990417
3788,2696911,2696977,3687425,3687491,66,990448
